qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1_ms,q2_ms,q3_ms,race_name,year,round,circuitId,era,full_name,nationality,constructor_name,circuit_name,country,positionOrder,points,grid,dnf,grid_vs_finish,best_qual_ms,q1_vs_team_avg_ms,reached_q2,reached_q3
3351,338,17,9,6,2,1:25.286,1:24.276,1:24.035,85286.0,84276.0,84035.0,Australian Grand Prix,2010,2,1,V8,Mark Webber,Australian,Red Bull,Albert Park Grand Prix Circuit,Australia,9,2.0,2,False,-7.0,84035.0,256.0,1,1
3352,338,4,6,8,3,1:25.082,1:24.335,1:24.111,85082.0,84335.00000000001,84111.0,Australian Grand Prix,2010,2,1,V8,Fernando Alonso,Spanish,Ferrari,Albert Park Grand Prix Circuit,Australia,4,12.0,3,False,-1.0,84111.0,-233.0,1,1
3353,338,18,1,1,4,1:24.897,1:24.531,1:24.675,84896.99999999999,84531.0,84675.0,Australian Grand Prix,2010,2,1,V8,Jenson Button,British,McLaren,Albert Park Grand Prix Circuit,Australia,1,25.0,4,False,3.0,84675.0,-74.5,1,1
3354,338,13,6,7,5,1:25.548,1:25.010,1:24.837,85548.0,85010.0,84837.0,Australian Grand Prix,2010,2,1,V8,Felipe Massa,Brazilian,Ferrari,Albert Park Grand Prix Circuit,Australia,3,15.0,5,False,2.0,84837.0,233.0,1,1
3355,338,3,131,4,6,1:24.788,1:24.788,1:24.884,84788.0,84788.0,84884.0,Australian Grand Prix,2010,2,1,V8,Nico Rosberg,German,Mercedes,Albert Park Grand Prix Circuit,Australia,5,10.0,6,False,1.0,84884.0,-281.5,1,1
3356,338,30,131,3,7,1:25.351,1:24.871,1:24.927,85351.0,84871.0,84926.99999999999,Australian Grand Prix,2010,2,1,V8,Michael Schumacher,German,Mercedes,Albert Park Grand Prix Circuit,Australia,10,1.0,7,False,-3.0,84926.99999999999,281.5,1,1
3357,338,22,3,9,8,1:25.702,1:25.085,1:25.217,85702.0,85085.00000000001,85217.0,Australian Grand Prix,2010,2,1,V8,Rubens Barrichello,Brazilian,Williams,Albert Park Grand Prix Circuit,Australia,8,4.0,8,False,0.0,85217.0,-82.0,1,1
3358,338,9,4,11,9,1:25.588,1:25.122,1:25.372,85588.0,85122.0,85372.0,Australian Grand Prix,2010,2,1,V8,Robert Kubica,Polish,Renault,Albert Park Grand Prix Circuit,Australia,2,18.0,9,False,7.0,85372.0,-441.5,1,1
3359,338,16,10,14,10,1:25.504,1:25.046,1:26.036,85504.0,85045.99999999999,86036.0,Australian Grand Prix,2010,2,1,V8,Adrian Sutil,German,Force India,Albert Park Grand Prix Circuit,Australia,18,0.0,10,True,-8.0,86036.0,-333.0,1,1
3360,338,1,1,2,11,1:25.046,1:25.184,,85045.99999999999,85184.0,,Australian Grand Prix,2010,2,1,V8,Lewis Hamilton,British,McLaren,Albert Park Grand Prix Circuit,Australia,6,8.0,11,False,5.0,85184.0,74.5,1,0
3361,338,67,5,16,12,1:26.061,1:25.638,,86061.0,85638.0,,Australian Grand Prix,2010,2,1,V8,SÃÂ©bastien Buemi,Swiss,Toro Rosso,Albert Park Grand Prix Circuit,Australia,21,0.0,12,True,-9.0,85638.0,-17.0,1,0
3362,338,24,10,15,13,1:26.170,1:25.743,,86170.0,85743.0,,Australian Grand Prix,2010,2,1,V8,Vitantonio Liuzzi,Italian,Force India,Albert Park Grand Prix Circuit,Australia,7,6.0,13,False,6.0,85743.0,333.0,1,0
3363,338,37,15,22,14,1:26.089,1:25.747,,86089.0,85747.0,,Australian Grand Prix,2010,2,1,V8,Pedro de la Rosa,Spanish,Sauber,Albert Park Grand Prix Circuit,Australia,12,0.0,14,False,2.0,85747.0,-81.0,1,0
3364,338,807,3,10,15,1:25.866,1:25.748,,85866.0,85748.0,,Australian Grand Prix,2010,2,1,V8,Nico HÃ_lkenberg,German,Williams,Albert Park Grand Prix Circuit,Australia,22,0.0,15,True,-7.0,85748.0,82.0,1,0
3365,338,155,15,23,16,1:26.251,1:25.777,,86251.0,85777.0,,Australian Grand Prix,2010,2,1,V8,Kamui Kobayashi,Japanese,Sauber,Albert Park Grand Prix Circuit,Australia,23,0.0,16,True,-7.0,85777.0,81.0,1,0
3366,338,153,5,17,17,1:26.095,1:26.089,,86095.0,86089.0,,Australian Grand Prix,2010,2,1,V8,Jaime Alguersuari,Spanish,Toro Rosso,Albert Park Grand Prix Circuit,Australia,11,0.0,17,False,6.0,86089.0,17.0,1,0
3367,338,808,4,12,18,1:26.471,,,86471.0,,,Australian Grand Prix,2010,2,1,V8,Vitaly Petrov,Russian,Renault,Albert Park Grand Prix Circuit,Australia,19,0.0,18,True,-1.0,86471.0,441.5,0,0
3368,338,5,205,19,19,1:28.797,,,88797.0,,,Australian Grand Prix,2010,2,1,V8,Heikki Kovalainen,Finnish,Lotus,Albert Park Grand Prix Circuit,Australia,13,0.0,19,False,6.0,88797.0,-157.0,0,0
3369,338,15,205,18,20,1:29.111,,,89111.0,,,Australian Grand Prix,2010,2,1,V8,Jarno Trulli,Italian,Lotus,Albert Park Grand Prix Circuit,Australia,24,0.0,20,True,-4.0,89111.0,157.0,0,0
3370,338,10,166,24,21,1:29.592,,,89592.0,,,Australian Grand Prix,2010,2,1,V8,Timo Glock,German,Virgin,Albert Park Grand Prix Circuit,Australia,15,0.0,23,True,8.0,89592.0,-296.5,0,0
3371,338,810,166,25,22,1:30.185,,,90185.0,,,Australian Grand Prix,2010,2,1,V8,Lucas di Grassi,Brazilian,Virgin,Albert Park Grand Prix Circuit,Australia,16,0.0,24,True,8.0,90185.0,296.5,0,0
3372,338,811,164,21,23,1:30.526,,,90526.0,,,Australian Grand Prix,2010,2,1,V8,Bruno Senna,Brazilian,HRT,Albert Park Grand Prix Circuit,Australia,20,0.0,21,True,1.0,90526.0,-43.5,0,0
3373,338,812,164,20,24,1:30.613,,,90613.0,,,Australian Grand Prix,2010,2,1,V8,Karun Chandhok,Indian,HRT,Albert Park Grand Prix Circuit,Australia,14,0.0,22,False,8.0,90613.0,43.5,0,0
3374,339,17,9,6,1,1:51.886,1:48.210,1:49.327,111886.0,108210.00000000001,109327.0,Malaysian Grand Prix,2010,3,2,V8,Mark Webber,Australian,Red Bull,Sepang International Circuit,Malaysia,2,18.0,1,False,-1.0,109327.0,2127.0,1,1
3375,339,3,131,4,2,1:52.560,1:47.417,1:50.673,112560.0,107417.0,110673.0,Malaysian Grand Prix,2010,3,2,V8,Nico Rosberg,German,Mercedes,Sepang International Circuit,Malaysia,3,15.0,2,False,-1.0,110673.0,160.5,1,1
3376,339,20,9,5,3,1:47.632,1:46.828,1:50.789,107632.0,106828.0,110789.0,Malaysian Grand Prix,2010,3,2,V8,Sebastian Vettel,German,Red Bull,Sepang International Circuit,Malaysia,1,25.0,3,False,2.0,110789.0,-2127.0,1,1
3377,339,16,10,14,4,1:49.479,1:47.085,1:50.914,109479.0,107085.00000000001,110914.0,Malaysian Grand Prix,2010,3,2,V8,Adrian Sutil,German,Force India,Sepang International Circuit,Malaysia,5,10.0,4,False,-1.0,110914.0,-221.5,1,1
3378,339,807,3,10,5,1:49.664,1:47.346,1:51.001,109664.0,107346.0,111001.0,Malaysian Grand Prix,2010,3,2,V8,Nico HÃ_lkenberg,German,Williams,Sepang International Circuit,Malaysia,10,1.0,5,False,-5.0,111001.0,-318.5,1,1
3379,339,9,4,11,6,1:46.283,1:46.951,1:51.051,106283.0,106951.0,111051.0,Malaysian Grand Prix,2010,3,2,V8,Robert Kubica,Polish,Renault,Sepang International Circuit,Malaysia,4,12.0,6,False,2.0,111051.0,-834.5,1,1
3380,339,22,3,9,7,1:50.301,1:48.371,1:51.511,110301.0,108371.00000000001,111511.0,Malaysian Grand Prix,2010,3,2,V8,Rubens Barrichello,Brazilian,Williams,Sepang International Circuit,Malaysia,12,0.0,7,False,-5.0,111511.0,318.5,1,1
3381,339,30,131,3,8,1:52.239,1:48.400,1:51.717,112239.0,108400.0,111717.0,Malaysian Grand Prix,2010,3,2,V8,Michael Schumacher,German,Mercedes,Sepang International Circuit,Malaysia,21,0.0,8,True,-13.0,111717.0,-160.5,1,1
3382,339,155,15,23,9,1:48.467,1:47.792,1:51.767,108467.0,107792.0,111767.0,Malaysian Grand Prix,2010,3,2,V8,Kamui Kobayashi,Japanese,Sauber,Sepang International Circuit,Malaysia,22,0.0,9,True,-13.0,111767.0,657.0,1,1
3383,339,24,10,15,10,1:49.922,1:48.238,1:52.254,109922.0,108238.0,112253.99999999999,Malaysian Grand Prix,2010,3,2,V8,Vitantonio Liuzzi,Italian,Force India,Sepang International Circuit,Malaysia,20,0.0,10,True,-10.0,112253.99999999999,221.5,1,1
3384,339,808,4,12,11,1:47.952,1:48.760,,107952.0,108759.99999999999,,Malaysian Grand Prix,2010,3,2,V8,Vitaly Petrov,Russian,Renault,Sepang International Circuit,Malaysia,19,0.0,11,True,-8.0,108759.99999999999,834.5,1,0
3385,339,37,15,22,12,1:47.153,1:48.771,,107152.99999999999,108771.0,,Malaysian Grand Prix,2010,3,2,V8,Pedro de la Rosa,Spanish,Sauber,Sepang International Circuit,Malaysia,24,0.0,12,True,-12.0,108771.0,-657.0000000000146,1,0
3386,339,67,5,16,13,1:48.945,1:49.207,,108945.0,109207.0,,Malaysian Grand Prix,2010,3,2,V8,SÃÂ©bastien Buemi,Swiss,Toro Rosso,Sepang International Circuit,Malaysia,11,0.0,13,False,2.0,109207.0,145.0,1,0
3387,339,153,5,17,14,1:48.655,1:49.464,,108655.0,109464.0,,Malaysian Grand Prix,2010,3,2,V8,Jaime Alguersuari,Spanish,Toro Rosso,Sepang International Circuit,Malaysia,9,2.0,14,False,5.0,109464.0,-145.0,1,0
3388,339,5,205,19,15,1:52.875,1:52.270,,112875.0,112270.00000000001,,Malaysian Grand Prix,2010,3,2,V8,Heikki Kovalainen,Finnish,Lotus,Sepang International Circuit,Malaysia,18,0.0,15,False,-3.0,112270.00000000001,-4.5,1,0
3389,339,10,166,24,16,1:52.398,1:52.520,,112398.0,112520.00000000001,,Malaysian Grand Prix,2010,3,2,V8,Timo Glock,German,Virgin,Sepang International Circuit,Malaysia,23,0.0,16,True,-7.0,112520.00000000001,-3789.5,1,0
3390,339,18,1,1,17,1:52.211,,,112211.0,,,Malaysian Grand Prix,2010,3,2,V8,Jenson Button,British,McLaren,Sepang International Circuit,Malaysia,8,4.0,17,False,9.0,112211.0,-419.5,0,0
3391,339,15,205,18,18,1:52.884,,,112884.0,,,Malaysian Grand Prix,2010,3,2,V8,Jarno Trulli,Italian,Lotus,Sepang International Circuit,Malaysia,17,0.0,18,False,1.0,112884.0,4.5,0,0
3392,339,4,6,8,19,1:53.044,,,113044.0,,,Malaysian Grand Prix,2010,3,2,V8,Fernando Alonso,Spanish,Ferrari,Sepang International Circuit,Malaysia,13,0.0,19,True,6.0,113044.0,-119.5,0,0
3393,339,1,1,2,20,1:53.050,,,113050.0,,,Malaysian Grand Prix,2010,3,2,V8,Lewis Hamilton,British,McLaren,Sepang International Circuit,Malaysia,6,8.0,20,False,14.0,113050.0,419.5,0,0
3394,339,13,6,7,21,1:53.283,,,113283.0,,,Malaysian Grand Prix,2010,3,2,V8,Felipe Massa,Brazilian,Ferrari,Sepang International Circuit,Malaysia,7,6.0,21,False,14.0,113283.0,119.5,0,0
3395,339,812,164,20,22,1:56.299,,,116299.0,,,Malaysian Grand Prix,2010,3,2,V8,Karun Chandhok,Indian,HRT,Sepang International Circuit,Malaysia,15,0.0,22,False,7.0,116299.0,-485.0,0,0
3396,339,811,164,21,23,1:57.269,,,117269.0,,,Malaysian Grand Prix,2010,3,2,V8,Bruno Senna,Brazilian,HRT,Sepang International Circuit,Malaysia,16,0.0,23,False,7.0,117269.0,485.0,0,0
3397,339,810,166,25,24,1:59.977,,,119977.0,,,Malaysian Grand Prix,2010,3,2,V8,Lucas di Grassi,Brazilian,Virgin,Sepang International Circuit,Malaysia,14,0.0,24,False,10.0,119977.0,3789.5,0,0
3398,340,20,9,5,1,1:36.317,1:35.280,1:34.558,96317.0,95280.0,94558.0,Chinese Grand Prix,2010,4,17,V8,Sebastian Vettel,German,Red Bull,Shanghai International Circuit,China,6,8.0,1,False,-5.0,94558.0,169.5,1,1
3399,340,17,9,6,2,1:35.978,1:35.100,1:34.808,95978.00000000001,95100.0,94808.0,Chinese Grand Prix,2010,4,17,V8,Mark Webber,Australian,Red Bull,Shanghai International Circuit,China,8,4.0,2,False,-6.0,94808.0,-169.49999999998545,1,1
3400,340,4,6,8,3,1:35.987,1:35.235,1:34.913,95987.0,95235.0,94913.0,Chinese Grand Prix,2010,4,17,V8,Fernando Alonso,Spanish,Ferrari,Shanghai International Circuit,China,4,12.0,3,False,-1.0,94913.0,-44.5,1,1
3401,340,3,131,4,4,1:35.952,1:35.134,1:34.923,95952.0,95134.0,94923.0,Chinese Grand Prix,2010,4,17,V8,Nico Rosberg,German,Mercedes,Shanghai International Circuit,China,3,15.0,4,False,1.0,94923.0,-266.0,1,1
3402,340,18,1,1,5,1:36.122,1:35.443,1:34.979,96122.0,95443.0,94979.0,Chinese Grand Prix,2010,4,17,V8,Jenson Button,British,McLaren,Shanghai International Circuit,China,1,25.0,5,False,4.0,94979.0,240.5,1,1
3403,340,1,1,2,6,1:35.641,1:34.928,1:35.034,95640.99999999999,94928.0,95033.99999999999,Chinese Grand Prix,2010,4,17,V8,Lewis Hamilton,British,McLaren,Shanghai International Circuit,China,2,18.0,6,False,4.0,95033.99999999999,-240.50000000001455,1,1
3404,340,13,6,7,7,1:36.076,1:35.290,1:35.180,96076.0,95289.99999999999,95180.0,Chinese Grand Prix,2010,4,17,V8,Felipe Massa,Brazilian,Ferrari,Shanghai International Circuit,China,9,2.0,7,False,-2.0,95180.0,44.5,1,1
3405,340,9,4,11,8,1:36.348,1:35.550,1:35.364,96348.0,95550.0,95364.0,Chinese Grand Prix,2010,4,17,V8,Robert Kubica,Polish,Renault,Shanghai International Circuit,China,5,10.0,8,False,3.0,95364.0,-341.5,1,1
3406,340,30,131,3,9,1:36.484,1:35.715,1:35.646,96484.00000000001,95715.0,95646.0,Chinese Grand Prix,2010,4,17,V8,Michael Schumacher,German,Mercedes,Shanghai International Circuit,China,10,1.0,9,False,-1.0,95646.0,266.00000000001455,1,1
3407,340,16,10,14,10,1:36.671,1:35.665,1:35.963,96670.99999999999,95664.99999999999,95963.0,Chinese Grand Prix,2010,4,17,V8,Adrian Sutil,German,Force India,Shanghai International Circuit,China,11,0.0,10,False,-1.0,95963.0,-245.00000000001455,1,1
3408,340,22,3,9,11,1:36.664,1:35.748,,96664.0,95747.99999999999,,Chinese Grand Prix,2010,4,17,V8,Rubens Barrichello,Brazilian,Williams,Shanghai International Circuit,China,12,0.0,11,False,-1.0,95747.99999999999,-192.5,1,0
3409,340,153,5,17,12,1:36.618,1:36.047,,96618.0,96047.0,,Chinese Grand Prix,2010,4,17,V8,Jaime Alguersuari,Spanish,Toro Rosso,Shanghai International Circuit,China,13,0.0,12,False,-1.0,96047.0,-87.5,1,0
3410,340,67,5,16,13,1:36.793,1:36.149,,96793.0,96149.0,,Chinese Grand Prix,2010,4,17,V8,SÃÂ©bastien Buemi,Swiss,Toro Rosso,Shanghai International Circuit,China,21,0.0,13,True,-8.0,96149.0,87.5,1,0
3411,340,808,4,12,14,1:37.031,1:36.311,,97031.0,96311.0,,Chinese Grand Prix,2010,4,17,V8,Vitaly Petrov,Russian,Renault,Shanghai International Circuit,China,7,6.0,14,False,7.0,96311.0,341.5,1,0
3412,340,155,15,23,15,1:37.044,1:36.422,,97044.0,96422.0,,Chinese Grand Prix,2010,4,17,V8,Kamui Kobayashi,Japanese,Sauber,Shanghai International Circuit,China,22,0.0,15,True,-7.0,96422.0,-3.0,1,0
3413,340,807,3,10,16,1:37.049,1:36.647,,97049.0,96646.99999999999,,Chinese Grand Prix,2010,4,17,V8,Nico HÃ_lkenberg,German,Williams,Shanghai International Circuit,China,15,0.0,16,False,1.0,96646.99999999999,192.5,1,0
3414,340,37,15,22,17,1:37.050,1:37.020,,97050.0,97020.00000000001,,Chinese Grand Prix,2010,4,17,V8,Pedro de la Rosa,Spanish,Sauber,Shanghai International Circuit,China,20,0.0,17,True,-3.0,97020.00000000001,3.0,1,0
3415,340,24,10,15,18,1:37.161,,,97161.0,,,Chinese Grand Prix,2010,4,17,V8,Vitantonio Liuzzi,Italian,Force India,Shanghai International Circuit,China,23,0.0,18,True,-5.0,97161.0,245.0,0,0
3416,340,10,166,24,19,1:39.278,,,99277.99999999999,,,Chinese Grand Prix,2010,4,17,V8,Timo Glock,German,Virgin,Shanghai International Circuit,China,24,0.0,19,True,-5.0,99277.99999999999,-252.50000000001455,0,0
3417,340,15,205,18,20,1:39.399,,,99399.0,,,Chinese Grand Prix,2010,4,17,V8,Jarno Trulli,Italian,Lotus,Shanghai International Circuit,China,18,0.0,20,True,2.0,99399.0,-60.5,0,0
3418,340,5,205,19,21,1:39.520,,,99520.00000000001,,,Chinese Grand Prix,2010,4,17,V8,Heikki Kovalainen,Finnish,Lotus,Shanghai International Circuit,China,14,0.0,21,False,7.0,99520.00000000001,60.50000000001455,0,0
3419,340,810,166,25,22,1:39.783,,,99783.0,,,Chinese Grand Prix,2010,4,17,V8,Lucas di Grassi,Brazilian,Virgin,Shanghai International Circuit,China,19,0.0,22,True,3.0,99783.0,252.5,0,0
3420,340,811,164,21,23,1:40.469,,,100469.0,,,Chinese Grand Prix,2010,4,17,V8,Bruno Senna,Brazilian,HRT,Shanghai International Circuit,China,16,0.0,23,False,7.0,100469.0,-54.5,0,0
3421,340,812,164,20,24,1:40.578,,,100578.0,,,Chinese Grand Prix,2010,4,17,V8,Karun Chandhok,Indian,HRT,Shanghai International Circuit,China,17,0.0,24,False,7.0,100578.0,54.5,0,0
3422,341,17,9,6,1,1:21.412,1:20.655,1:19.995,81412.0,80655.0,79995.0,Spanish Grand Prix,2010,5,4,V8,Mark Webber,Australian,Red Bull,Circuit de Barcelona-Catalunya,Spain,1,25.0,1,False,0.0,79995.0,-134.0,1,1
3423,341,20,9,5,2,1:21.680,1:20.772,1:20.101,81680.0,80771.99999999999,80101.0,Spanish Grand Prix,2010,5,4,V8,Sebastian Vettel,German,Red Bull,Circuit de Barcelona-Catalunya,Spain,3,15.0,2,False,-1.0,80101.0,134.0,1,1
3424,341,1,1,2,3,1:21.723,1:21.415,1:20.829,81723.0,81414.99999999999,80829.00000000001,Spanish Grand Prix,2010,5,4,V8,Lewis Hamilton,British,McLaren,Circuit de Barcelona-Catalunya,Spain,14,0.0,3,True,-11.0,80829.00000000001,-96.0,1,1
3425,341,4,6,8,4,1:21.957,1:21.549,1:20.937,81957.0,81549.0,80937.0,Spanish Grand Prix,2010,5,4,V8,Fernando Alonso,Spanish,Ferrari,Circuit de Barcelona-Catalunya,Spain,2,18.0,4,False,2.0,80937.0,-303.5,1,1
3426,341,18,1,1,5,1:21.915,1:21.168,1:20.991,81914.99999999999,81168.0,80991.0,Spanish Grand Prix,2010,5,4,V8,Jenson Button,British,McLaren,Circuit de Barcelona-Catalunya,Spain,5,10.0,5,False,0.0,80991.0,95.99999999998545,1,1
3427,341,30,131,3,6,1:22.528,1:21.557,1:21.294,82527.99999999999,81557.0,81294.0,Spanish Grand Prix,2010,5,4,V8,Michael Schumacher,German,Mercedes,Circuit de Barcelona-Catalunya,Spain,4,12.0,6,False,2.0,81294.0,54.49999999998545,1,1
3428,341,9,4,11,7,1:22.488,1:21.599,1:21.353,82488.0,81599.0,81353.00000000001,Spanish Grand Prix,2010,5,4,V8,Robert Kubica,Polish,Renault,Circuit de Barcelona-Catalunya,Spain,8,4.0,7,False,-1.0,81353.00000000001,-244.0,1,1
3429,341,3,131,4,8,1:22.419,1:21.867,1:21.408,82419.0,81867.0,81408.0,Spanish Grand Prix,2010,5,4,V8,Nico Rosberg,German,Mercedes,Circuit de Barcelona-Catalunya,Spain,13,0.0,8,False,-5.0,81408.0,-54.5,1,1
3430,341,13,6,7,9,1:22.564,1:21.841,1:21.585,82564.0,81841.00000000001,81585.00000000001,Spanish Grand Prix,2010,5,4,V8,Felipe Massa,Brazilian,Ferrari,Circuit de Barcelona-Catalunya,Spain,6,8.0,9,False,3.0,81585.00000000001,303.5,1,1
3431,341,155,15,23,10,1:22.577,1:21.725,1:21.984,82577.0,81725.0,81984.00000000001,Spanish Grand Prix,2010,5,4,V8,Kamui Kobayashi,Japanese,Sauber,Circuit de Barcelona-Catalunya,Spain,12,0.0,10,False,-2.0,81984.00000000001,183.0,1,1
3432,341,16,10,14,11,1:22.628,1:21.985,,82628.0,81985.0,,Spanish Grand Prix,2010,5,4,V8,Adrian Sutil,German,Force India,Circuit de Barcelona-Catalunya,Spain,7,6.0,11,False,4.0,81985.0,-228.0,1,0
3433,341,37,15,22,12,1:22.211,1:22.026,,82211.0,82026.0,,Spanish Grand Prix,2010,5,4,V8,Pedro de la Rosa,Spanish,Sauber,Circuit de Barcelona-Catalunya,Spain,22,0.0,12,True,-10.0,82026.0,-183.0,1,0
3434,341,807,3,10,13,1:22.857,1:22.131,,82857.0,82131.0,,Spanish Grand Prix,2010,5,4,V8,Nico HÃ_lkenberg,German,Williams,Circuit de Barcelona-Catalunya,Spain,16,0.0,13,False,-3.0,82131.0,-134.0,1,0
3435,341,808,4,12,14,1:22.976,1:22.139,,82976.0,82139.0,,Spanish Grand Prix,2010,5,4,V8,Vitaly Petrov,Russian,Renault,Circuit de Barcelona-Catalunya,Spain,11,0.0,19,False,8.0,82139.0,244.0,1,0
3436,341,67,5,16,15,1:22.699,1:22.191,,82699.0,82191.0,,Spanish Grand Prix,2010,5,4,V8,SÃÂ©bastien Buemi,Swiss,Toro Rosso,Circuit de Barcelona-Catalunya,Spain,20,0.0,14,True,-6.0,82191.0,53.0,1,0
3437,341,153,5,17,16,1:22.593,1:22.207,,82593.0,82207.0,,Spanish Grand Prix,2010,5,4,V8,Jaime Alguersuari,Spanish,Toro Rosso,Circuit de Barcelona-Catalunya,Spain,10,1.0,15,False,5.0,82207.0,-53.0,1,0
3438,341,24,10,15,17,1:23.084,1:22.854,,83084.0,82854.0,,Spanish Grand Prix,2010,5,4,V8,Vitantonio Liuzzi,Italian,Force India,Circuit de Barcelona-Catalunya,Spain,15,0.0,16,True,1.0,82854.0,228.0,1,0
3439,341,22,3,9,18,1:23.125,,,83125.0,,,Spanish Grand Prix,2010,5,4,V8,Rubens Barrichello,Brazilian,Williams,Circuit de Barcelona-Catalunya,Spain,9,2.0,17,False,8.0,83125.0,134.0,0,0
3440,341,15,205,18,19,1:24.674,,,84674.0,,,Spanish Grand Prix,2010,5,4,V8,Jarno Trulli,Italian,Lotus,Circuit de Barcelona-Catalunya,Spain,17,0.0,18,False,1.0,84674.0,-37.0,0,0
3441,341,5,205,19,20,1:24.748,,,84748.0,,,Spanish Grand Prix,2010,5,4,V8,Heikki Kovalainen,Finnish,Lotus,Circuit de Barcelona-Catalunya,Spain,24,0.0,20,True,-4.0,84748.0,37.0,0,0
3442,341,10,166,24,21,1:25.475,,,85475.0,,,Spanish Grand Prix,2010,5,4,V8,Timo Glock,German,Virgin,Circuit de Barcelona-Catalunya,Spain,18,0.0,22,False,4.0,85475.0,-40.5,0,0
3443,341,810,166,25,22,1:25.556,,,85556.0,,,Spanish Grand Prix,2010,5,4,V8,Lucas di Grassi,Brazilian,Virgin,Circuit de Barcelona-Catalunya,Spain,19,0.0,23,False,4.0,85556.0,40.5,0,0
3444,341,812,164,20,23,1:26.750,,,86750.0,,,Spanish Grand Prix,2010,5,4,V8,Karun Chandhok,Indian,HRT,Circuit de Barcelona-Catalunya,Spain,21,0.0,24,True,3.0,86750.0,-186.0,0,0
3445,341,811,164,21,24,1:27.122,,,87122.0,,,Spanish Grand Prix,2010,5,4,V8,Bruno Senna,Brazilian,HRT,Circuit de Barcelona-Catalunya,Spain,23,0.0,21,True,-2.0,87122.0,186.0,0,0
3446,342,17,9,6,1,1:15.035,1:14.462,1:13.826,75035.0,74462.0,73826.0,Monaco Grand Prix,2010,6,6,V8,Mark Webber,Australian,Red Bull,Circuit de Monaco,Monaco,1,25.0,1,False,0.0,73826.0,-37.5,1,1
3447,342,9,4,11,2,1:15.045,1:14.549,1:14.120,75045.0,74549.0,74120.0,Monaco Grand Prix,2010,6,6,V8,Robert Kubica,Polish,Renault,Circuit de Monaco,Monaco,3,15.0,2,False,-1.0,74120.0,-218.5,1,1
3448,342,20,9,5,3,1:15.110,1:14.568,1:14.227,75110.0,74568.0,74227.0,Monaco Grand Prix,2010,6,6,V8,Sebastian Vettel,German,Red Bull,Circuit de Monaco,Monaco,2,18.0,3,False,1.0,74227.0,37.5,1,1
3449,342,13,6,7,4,1:14.757,1:14.405,1:14.283,74757.0,74405.0,74283.0,Monaco Grand Prix,2010,6,6,V8,Felipe Massa,Brazilian,Ferrari,Circuit de Monaco,Monaco,4,12.0,4,False,0.0,74283.0,0.0,1,1
3450,342,1,1,2,5,1:15.676,1:14.527,1:14.432,75676.0,74527.0,74432.0,Monaco Grand Prix,2010,6,6,V8,Lewis Hamilton,British,McLaren,Circuit de Monaco,Monaco,5,10.0,5,False,0.0,74432.0,26.5,1,1
3451,342,3,131,4,6,1:15.188,1:14.375,1:14.544,75188.0,74375.0,74544.0,Monaco Grand Prix,2010,6,6,V8,Nico Rosberg,German,Mercedes,Circuit de Monaco,Monaco,7,6.0,6,False,-1.0,74544.0,-230.5,1,1
3452,342,30,131,3,7,1:15.649,1:14.691,1:14.590,75649.0,74691.0,74590.0,Monaco Grand Prix,2010,6,6,V8,Michael Schumacher,German,Mercedes,Circuit de Monaco,Monaco,12,0.0,7,False,-5.0,74590.0,230.5,1,1
3453,342,18,1,1,8,1:15.623,1:15.150,1:14.637,75623.0,75150.0,74637.0,Monaco Grand Prix,2010,6,6,V8,Jenson Button,British,McLaren,Circuit de Monaco,Monaco,23,0.0,8,True,-15.0,74637.0,-26.5,1,1
3454,342,22,3,9,9,1:15.590,1:15.083,1:14.901,75590.0,75083.0,74901.0,Monaco Grand Prix,2010,6,6,V8,Rubens Barrichello,Brazilian,Williams,Circuit de Monaco,Monaco,18,0.0,9,True,-9.0,74901.0,-220.0,1,1
3455,342,24,10,15,10,1:15.397,1:15.061,1:15.170,75397.0,75061.0,75170.0,Monaco Grand Prix,2010,6,6,V8,Vitantonio Liuzzi,Italian,Force India,Circuit de Monaco,Monaco,9,2.0,10,False,1.0,75170.0,-24.0,1,1
3456,342,807,3,10,11,1:16.030,1:15.317,,76030.0,75317.0,,Monaco Grand Prix,2010,6,6,V8,Nico HÃ_lkenberg,German,Williams,Circuit de Monaco,Monaco,24,0.0,11,True,-13.0,75317.0,220.0,1,0
3457,342,16,10,14,12,1:15.445,1:15.318,,75445.0,75318.0,,Monaco Grand Prix,2010,6,6,V8,Adrian Sutil,German,Force India,Circuit de Monaco,Monaco,8,4.0,12,False,4.0,75318.0,24.0,1,0
3458,342,67,5,16,13,1:15.961,1:15.413,,75961.0,75413.0,,Monaco Grand Prix,2010,6,6,V8,SÃÂ©bastien Buemi,Swiss,Toro Rosso,Circuit de Monaco,Monaco,10,1.0,13,False,3.0,75413.0,-30.0,1,0
3459,342,808,4,12,14,1:15.482,1:15.576,,75482.0,75576.0,,Monaco Grand Prix,2010,6,6,V8,Vitaly Petrov,Russian,Renault,Circuit de Monaco,Monaco,13,0.0,14,True,1.0,75576.0,218.5,1,0
3460,342,37,15,22,15,1:15.908,1:15.692,,75908.0,75692.0,,Monaco Grand Prix,2010,6,6,V8,Pedro de la Rosa,Spanish,Sauber,Circuit de Monaco,Monaco,22,0.0,15,True,-7.0,75692.0,-133.5,1,0
